ID,NOME,DATA_INICIO,DATA_FIM,DISPONIBILIDADE,DESCONTO,TIPO_DESCONTO,LOCALIDADE_ID,DURACAO
009ce3cb-25bd-4ef5-ba13-391a2817c19e,Férias na Polinésia Francesa brasileira,2025-11-01,2225-11-08,3,0.3,COMPRA_ANTECIPADA,a3474661-93be-48dc-95c7-ffdf713a1736,3
944114ad-714a-4264-bc6e-9cd2a664cc8d,Passeio de Lancha em Angra dos Reis,2026-04-20,2226-04-27,6,0.1,FIXO,2d2e4e88-a069-43b2-bc26-a147d898d477,6
e6236225-53da-462a-beb7-336cbef21054,Tour por Recife,2025-09-15,2225-09-22,8,0.15,FIXO,d43066d2-5762-4fa1-af9a-2258511482f7,3
753ceb51-347e-4e28-8faf-7100ca6aab37,Expedição em Ouro Preto,2025-12-20,2225-12-27,5,0.27,FIXO,f1afd523-a664-4083-b61d-54300be26c7d,9
72022b26-548b-45af-a4d4-ca8e7d074508,Férias na Serra Gaúcha,2024-05-10,2024-05-17,10,0.18,COMPRA_ANTECIPADA,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,6
2beebcd5-3dde-40f0-8caf-bcd01ce1cebf,Viagem ao Peru brasileiro,2025-10-05,2225-10-12,4,0.21,FIXO,9affb74c-7c2f-4e77-b727-f278efe90919,5
928f83c9-d30f-41be-9e7f-26c62093e634,Mergulho em Bonito,2026-03-10,2226-03-17,7,0.16,FIXO,9affb74c-7c2f-4e77-b727-f278efe90919,3
dd513a22-b708-426b-b281-914325f095b1,Férias em Búzios,2025-08-01,2225-08-08,6,0.13,FIXO,7a27c401-f5d0-41a7-bab8-9cc2544fbc15,10
995e316b-f522-42c9-9a1c-3b5e89d0bec4,Tour pela Holanda brasileira,2024-01-15,2024-01-22,9,0.2,COMPRA_ANTECIPADA,9a74d247-2ba3-4f21-b0b0-63d1557c7232,6
550d66ee-cb5f-43de-948b-c3b1b08d8bd0,Aventura em Nova Zelândia brasileira,2025-11-25,2225-12-02,5,0.24,FIXO,b2ee09de-9356-4803-af30-c41348bb2670,4
113de264-a13f-443a-85b7-c2dd86d8813f,Passeio de Balão em Caldas Novas,2026-02-15,2226-02-22,8,0.15,COMPRA_ANTECIPADA,a6d86c7a-b23c-4ae9-a4ba-4f83b354d2c0,5
7f4bc512-c370-4417-a9da-bceb2814ccdf,Viagem ao Vietnã brasileiro,2025-09-01,2225-09-08,3,0.19,FIXO,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3,8
3d52bedf-efe5-412b-8d91-ee27a757df89,Expedição no Deserto de Lençóis Maranhenses,2024-03-05,2024-03-12,7,0.28,COMPRA_ANTECIPADA,d9f12450-7c19-41fb-8ed7-f6828a2830cd,5
c3af24f4-bb4b-445d-8a68-58709132c921,Férias em Natal,2025-10-20,2225-10-27,6,0.21,FIXO,f473800b-fd2a-4cba-b6f5-70f014539e40,5
e1bf55ed-9a99-497a-bf94-0a32fc627330,Tour por Florianópolis,2026-04-10,2226-04-17,4,0.1,COMPRA_ANTECIPADA,0c8192d8-ce22-4a0f-bcad-4689ea6d3254,6
51686124-3013-4d4e-bb3b-afaee9153899,Aventura na Islândia brasileira,2025-07-01,2225-07-08,8,0.2,COMPRA_ANTECIPADA,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,2
8cd5e2fd-2072-4357-90fd-75d8a6d44853,Viagem à Irlanda brasileira,2024-05-25,2024-06-01,5,0.17,FIXO,d43066d2-5762-4fa1-af9a-2258511482f7,10
03a15c95-a61d-4e30-9430-679cb502122a,Férias em São Paulo,2025-11-01,2225-11-08,9,0.14,COMPRA_ANTECIPADA,8889ee61-9c8c-4e5f-9609-430d512666b1,9
efb63e86-62c8-484a-b18b-c4d0aced6054,Tour pela Escócia brasileira,2026-01-15,2226-01-22,6,0.23,FIXO,13465e3f-bfb8-495d-8328-a3e6fac08a29,4
5da99762-63c2-40ef-9b5f-8cdab8b250dc,Mergulho em Maragogi,2025-09-20,2225-09-27,4,0.16,FIXO,d0ee7149-3425-4a00-a698-043441164dd8,5
91b99c1a-3f9a-4452-b274-163702966dfe,Férias na Serra Gaúcha,2025-08-05,2225-08-12,7,0.19,COMPRA_ANTECIPADA,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,3
ccad3244-6162-46cb-8b4b-a7b003503f2a,Expedição ao Deserto de Jalapão,2024-02-10,2024-02-17,5,0.26,FIXO,2305bb80-fb90-448f-a70f-856e44fba2a3,8
19d4c584-c2c5-4b4f-885c-1a3701a65288,Tour pela Cidade Histórica de Ouro Preto,2025-12-01,2225-12-08,8,0.1,FIXO,f1afd523-a664-4083-b61d-54300be26c7d,7
c9ab9c9a-7464-4409-8847-7f726da36f93,Viagem à Jordânia brasileira,2026-03-05,2226-03-12,6,0.28,COMPRA_ANTECIPADA,8889ee61-9c8c-4e5f-9609-430d512666b1,6
e9a70352-831c-4baa-8e04-ddbad7f99646,Passeio de Lancha em Angra dos Reis,2025-10-10,2225-10-17,4,0.12,FIXO,2d2e4e88-a069-43b2-bc26-a147d898d477,9
86b584e9-a768-4cf7-930a-cdd7a9f6a20d,Férias em Balneário Camboriú,2025-07-15,2225-07-22,9,0.2,COMPRA_ANTECIPADA,0c8192d8-ce22-4a0f-bcad-4689ea6d3254,2
a9a15aa7-3be3-4298-b886-7d7a9296be72,Tour pela Escandinávia brasileira,2024-04-05,2024-04-12,7,0.15,FIXO,933243f9-4aec-4288-af69-4d6ecf0cc16b,10
5fd20425-53d9-47b6-b03e-92bc756e9e3c,Aventura na Islândia brasileira,2025-11-10,2225-11-17,5,0.24,COMPRA_ANTECIPADA,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,10
26cdfc0a-9dfc-441e-a2ff-09f181638519,Viagem à Nova Zelândia brasileira,2026-02-20,2226-02-27,8,0.17,FIXO,b2ee09de-9356-4803-af30-c41348bb2670,8
0c81266c-1c62-47ff-ac17-9ba4d5af587a,Férias no Havaí brasileiro,2025-09-01,2225-09-08,6,0.19,FIXO,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3,10
6f66c5d2-17ef-4752-869e-820e5d06b434,Mergulho em Fernando de Noronha,2024-03-20,2024-03-27,4,0.22,FIXO,42ce5f37-4c5a-473b-aca5-cb764a58aae6,2
b5c2234b-a92b-4f18-938e-7dd0e6e16f97,Tour por Buenos Aires,2025-10-25,2225-11-01,9,0.16,FIXO,0c6c715c-8c82-407d-8fc8-5d4fab0c8284,9
774f6a5f-4c22-472d-a3e6-5838d3f41110,Expedição no Monte Fuji brasileiro,2026-04-01,2226-04-08,2,0.3,FIXO,e33be35c-d5fd-45b5-a146-740020252a98,10
d3f31bfd-4277-4ac0-9b36-cd4588ba4403,Passeio de Lancha em Angra dos Reis,2025-07-20,2225-07-27,7,0.11,FIXO,2d2e4e88-a069-43b2-bc26-a147d898d477,7
d4866359-025e-4df1-b9d5-6d73b6766035,Férias em Singapura brasileira,2025-12-15,2225-12-22,5,0.25,FIXO,8889ee61-9c8c-4e5f-9609-430d512666b1,4
29a45419-a067-4f3b-b532-4f1f63e01bf3,Viagem à China brasileira,2024-01-25,2024-02-01,8,0.18,COMPRA_ANTECIPADA,8889ee61-9c8c-4e5f-9609-430d512666b1,10
baccc15a-e666-44b9-bf40-b1ba442fa08d,Mergulho em Fernando de Noronha,2026-05-10,2226-05-17,6,0.14,COMPRA_ANTECIPADA,42ce5f37-4c5a-473b-aca5-cb764a58aae6,8
db8db476-53ea-4b8b-84df-f877984ab5b4,Tour pela África do Sul brasileira,2025-09-05,2225-09-12,4,0.2,FIXO,f31d2366-3419-4ec8-8806-93ad606c0703,10
4ca570c3-570e-403a-87ff-96b429f46a2f,Expedição na Indonésia brasileira,2025-11-05,2225-11-12,9,0.15,FIXO,0c8192d8-ce22-4a0f-bcad-4689ea6d3254,6
7464964d-2d19-41c3-83b6-1e17b79066ff,Férias no Egito brasileiro,2024-03-15,2024-03-22,7,0.27,FIXO,08a22b3b-293f-48bf-8e26-7c469b82a76b,9
b6049ff6-00aa-4325-8029-8f2b3522e234,Passeio de Balão em Caldas Novas,2026-02-01,2226-02-08,5,0.12,FIXO,a6d86c7a-b23c-4ae9-a4ba-4f83b354d2c0,10
ceb8b585-885f-433d-98da-64d0e1b3ccd8,Viagem ao Canadá brasileiro,2025-10-10,2225-10-17,8,0.19,FIXO,8889ee61-9c8c-4e5f-9609-430d512666b1,9
ec1ca0fc-0640-4fda-b593-b41db7398c92,Mergulho em Fernando de Noronha,2025-07-25,2225-08-01,6,0.16,FIXO,42ce5f37-4c5a-473b-aca5-cb764a58aae6,5
3973ec1e-9707-4071-9ab2-78b02e067af4,Férias em Ouro Preto,2024-04-20,2024-04-27,4,0.22,FIXO,f1afd523-a664-4083-b61d-54300be26c7d,8
77a28858-2987-49fc-8f51-92a4c960a360,Tour por Recife,2026-03-10,2226-03-17,9,0.14,FIXO,d43066d2-5762-4fa1-af9a-2258511482f7,2
b548dc5b-3ce8-494d-8cb3-aaffd147b13a,Expedição no Deserto de Jalapão,2025-11-20,2225-11-27,7,0.28,FIXO,2305bb80-fb90-448f-a70f-856e44fba2a3,7
a46d6ac0-2556-487b-86d9-b9db5f424f7c,Aventura na Islândia brasileira,2025-08-01,2225-08-08,5,0.1,FIXO,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,5
0aad28da-c65a-47ef-8ecb-0f3ef404fbab,Viagem à Itália brasileira,2024-05-15,2024-05-22,8,0.23,FIXO,3ba47ebc-5b33-4dc7-bff7-6749b2f76580,7
da1ce1a0-f6ef-41bb-b28f-71db2e4978ff,Férias na Praia do Forte,2025-10-01,2225-10-08,6,0.17,FIXO,3ba47ebc-5b33-4dc7-bff7-6749b2f76580,7
a0282335-c730-4777-a6bc-0d0dc3c5b877,Tour pela Cidade Histórica de Olinda,2026-01-05,2226-01-12,4,0.2,FIXO,9a4ee800-0214-42d2-aab7-95fba0d04272,3
c534d96d-4194-44e0-83da-1dd98970ba8c,Mergulho em Maragogi,2025-09-10,2225-09-17,9,0.13,FIXO,d0ee7149-3425-4a00-a698-043441164dd8,6
3644f270-b33c-4abc-8f46-54723944bdaa,Expedição na Amazônia,2025-12-05,2225-12-12,7,0.26,FIXO,f1a62904-d784-49e4-af77-6f085917d482,3
b05b2427-c47a-4cdf-8183-669b8f7bd3a5,Férias em Porto de Galinhas,2024-03-01,2024-03-08,5,0.19,FIXO,414d3736-de26-453d-9043-ed3d14725527,2
d85d04df-87da-4931-902a-86cc303334d0,Viagem à Islândia de Lençóis Maranhenses,2026-04-15,2226-04-22,8,0.15,FIXO,d9f12450-7c19-41fb-8ed7-f6828a2830cd,5
d98c5605-9f8b-4f33-856f-f81cb8bf2176,Passeio de Balão em Caldas Novas,2025-09-20,2225-09-27,6,0.1,FIXO,a6d86c7a-b23c-4ae9-a4ba-4f83b354d2c0,7
de7bceed-860d-47d4-95b4-1440f154255f,Tour pela Serra Gaúcha,2025-11-15,2225-11-22,4,0.24,FIXO,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,10
f9c93dc7-1d86-4cf5-8540-863be7160655,Aventura em Nova Zelândia brasileira,2026-02-10,2226-02-17,9,0.18,FIXO,b2ee09de-9356-4803-af30-c41348bb2670,7
de3f63ff-2673-40e7-b76e-4f19f49b0a62,Férias em Búzios,2024-02-25,2024-03-04,7,0.21,FIXO,7a27c401-f5d0-41a7-bab8-9cc2544fbc15,9
9798a2f0-80f8-4ff4-a0fe-035d7698376a,Viagem ao Egito brasileiro,2025-10-05,2225-10-12,5,0.27,FIXO,08a22b3b-293f-48bf-8e26-7c469b82a76b,9
bb7e6240-1acb-4e13-a8e8-f6714b6e1a5d,Mergulho em Fernando de Noronha,2026-03-01,2226-03-08,6,0.16,COMPRA_ANTECIPADA,42ce5f37-4c5a-473b-aca5-cb764a58aae6,8
576d0b7d-d01d-4836-9b57-669c17fccef7,Férias em Petrópolis,2025-07-10,2225-07-17,8,0.14,COMPRA_ANTECIPADA,7bde9250-70cc-4d7e-b44b-e1b910e318f1,3
3200f3f0-32ed-44ee-9bee-cc040f81a57c,Tour pela Bahia,2024-05-20,2024-05-27,4,0.23,FIXO,3ba47ebc-5b33-4dc7-bff7-6749b2f76580,8
7d55e6fd-9665-429b-a46c-f5b36c130fde,Expedição ao Monte Roraima,2025-11-01,2225-11-08,2,0.3,FIXO,e33be35c-d5fd-45b5-a146-740020252a98,2
0863a7b1-1930-478e-8b99-7431dbb85747,Passeio de Lancha em Angra dos Reis,2026-04-05,2226-04-12,7,0.1,FIXO,2d2e4e88-a069-43b2-bc26-a147d898d477,7
e4688c94-9afd-4b47-b262-5954c2eaecfd,Férias na Serra Gaúcha,2025-09-15,2225-09-22,5,0.15,FIXO,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,5
57fb6323-18da-40a9-83e5-731de901d798,Viagem à Jordânia brasileira,2024-03-10,2024-03-17,9,0.18,FIXO,8889ee61-9c8c-4e5f-9609-430d512666b1,5
d9c1f549-8862-4ec2-bb92-4d1b04b44ced,Mergulho em Fernando de Noronha,2026-05-01,2226-05-08,6,0.14,FIXO,42ce5f37-4c5a-473b-aca5-cb764a58aae6,10
b895630b-5c54-4699-86d1-d3397ccbc0fd,Tour por Buenos Aires brasileiro,2025-10-20,2225-10-27,4,0.2,FIXO,0c6c715c-8c82-407d-8fc8-5d4fab0c8284,9
d17b47f9-d4bc-44dd-98d8-b4d3e9e72f84,Expedição na Patagônia brasileira,2025-12-10,2225-12-17,8,0.25,FIXO,b2ee09de-9356-4803-af30-c41348bb2670,10
dd962243-fdd5-4aa3-bb0f-5a7f56c7e4bd,Férias em Morro de São Paulo,2024-01-30,2024-02-06,5,0.27,FIXO,482598db-bafc-418d-8873-07cfee6698cb,7
187f6ced-5fc4-43ca-9bc5-a26b89e83007,Passeio de Lancha em Angra dos Reis,2026-03-20,2226-03-27,7,0.11,FIXO,2d2e4e88-a069-43b2-bc26-a147d898d477,8
f6a6039c-f8ee-457f-83f2-b5b0e1c78f9b,Viagem ao Vietnã brasileiro,2025-09-25,2225-10-02,6,0.16,FIXO,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3,10
1f01882c-a933-4b5d-91dd-44db3ab81f30,Mergulho em Fernando de Noronha,2024-04-01,2024-04-08,9,0.2,FIXO,42ce5f37-4c5a-473b-aca5-cb764a58aae6,4
f8b3856b-6373-46ff-8637-4373596a58a6,Tour pela Itália brasileira,2025-11-10,2225-11-17,5,0.24,COMPRA_ANTECIPADA,08a22b3b-293f-48bf-8e26-7c469b82a76b,9
4697eda4-98ae-46de-9daf-140dc28e0e72,Aventura na Escócia brasileira,2026-01-25,2226-02-01,8,0.17,COMPRA_ANTECIPADA,13465e3f-bfb8-495d-8328-a3e6fac08a29,10
ae28f840-4d17-4e09-af46-391ba64f29c4,Férias no Havaí brasileiro,2025-08-15,2225-08-22,6,0.19,COMPRA_ANTECIPADA,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3,9
135f8016-0e92-483a-aa2a-0f3a40559e40,Viagem à Nova Zelândia brasileira,2024-03-18,2024-03-25,4,0.22,FIXO,b2ee09de-9356-4803-af30-c41348bb2670,5
806e7f2c-490e-440b-a839-94489282ce74,Expedição no Deserto de Lençóis Maranhenses,2025-10-05,2225-10-12,9,0.28,FIXO,d9f12450-7c19-41fb-8ed7-f6828a2830cd,7
bc117179-9ceb-4779-a50a-25bc1bcf38bc,Tour por Machu Picchu goiano,2026-04-10,2226-04-17,7,0.1,FIXO,1550ce5d-a9bf-45d0-a221-79e1701ce866,3
26b1eccf-f81f-4b2a-b84f-957e5ae0f73b,Férias em Lençóis Maranhenses,2025-12-01,2225-12-08,5,0.26,FIXO,d9f12450-7c19-41fb-8ed7-f6828a2830cd,4
96a9669b-0030-45dd-bd4a-06309c42f0c2,Viagem à Irlanda brasileira,2024-02-05,2024-02-12,8,0.15,FIXO,d43066d2-5762-4fa1-af9a-2258511482f7,2
09c7382f-47b1-4452-834a-dbdc36109f76,Mergulho em Maragogi,2025-11-20,2225-11-27,6,0.13,FIXO,d0ee7149-3425-4a00-a698-043441164dd8,8
79a0ca89-b5e9-47fd-9cf9-f71263524be9,Tour pela Cidade Histórica de Olinda,2026-03-05,2226-03-12,4,0.2,FIXO,9a4ee800-0214-42d2-aab7-95fba0d04272,5
c75c5818-9c6c-4a52-ac75-a90c8c8d7222,Expedição na Amazônia,2025-09-25,2225-10-02,9,0.15,COMPRA_ANTECIPADA,f1a62904-d784-49e4-af77-6f085917d482,7
5b29f0a5-b5ff-4c3a-b17a-311065776132,Férias em Búzios,2024-04-15,2024-04-22,7,0.23,FIXO,7a27c401-f5d0-41a7-bab8-9cc2544fbc15,5
9fdbf59b-3c92-4c99-a939-9ba03643c2e5,Passeio de Balão em Caldas Novas,2025-10-10,2225-10-17,5,0.1,FIXO,a6d86c7a-b23c-4ae9-a4ba-4f83b354d2c0,6
d4e3ff99-8331-4ad3-acba-2f0076c34b96,Viagem à Itália brasileira,2026-02-05,2226-02-12,8,0.24,FIXO,08a22b3b-293f-48bf-8e26-7c469b82a76b,9
92fecef1-ece8-462f-902c-49c170848bf9,Aventura em Nova Zelândia brasileira,2025-07-20,2225-07-27,6,0.18,FIXO,b2ee09de-9356-4803-af30-c41348bb2670,5
1d825a5f-103a-4deb-b7b9-244b84ac92c5,Férias em Paraty,2024-01-20,2024-01-27,4,0.21,COMPRA_ANTECIPADA,984b955a-2d32-4681-8763-fa0800c4a752,2
49b39ac9-60dd-4b67-81fc-f3edb7ec3a48,Mergulho em Fernando de Noronha,2025-11-05,2225-11-12,9,0.26,FIXO,42ce5f37-4c5a-473b-aca5-cb764a58aae6,6
f03c373b-1c37-432f-a91a-133a50996886,Expedição ao Monte Roraima,2026-04-10,2226-04-17,7,0.1,FIXO,e33be35c-d5fd-45b5-a146-740020252a98,10
dc1334ec-b97f-4e9e-9ec4-e6e2fffd3c4c,Passeio de Lancha em Angra dos Reis,2025-09-01,2225-09-08,5,0.2,FIXO,2d2e4e88-a069-43b2-bc26-a147d898d477,5
47e23445-d08c-4dc0-8070-d0250af06a59,Férias na Serra Gaúcha,2024-03-25,2024-04-01,8,0.14,FIXO,99c0d3b2-94ba-44f0-83c5-15ed419f72f7,2
